Brain Region,ENSG,logFC,AveExpr,p-value,Gene Name,Biotype,Description
BA8/9,ENSG00000196182,-0.220042441,4.153676356,0.035541476,STK40,protein_coding,serine/threonine kinase 40 [Source:HGNC Symbol;Acc:21373]
BA8/9,ENSG00000166676,-0.22068938,3.891365727,0.003831196,TVP23A,protein_coding,trans-golgi network vesicle protein 23 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:20398]
BA8/9,ENSG00000179119,-0.220764591,4.964122941,0.002723638,SPTY2D1,protein_coding,"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:26818]"
BA8/9,ENSG00000154309,-0.222031522,2.536900611,0.049287103,DISP1,protein_coding,dispatched homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19711]
BA8/9,ENSG00000157368,-0.222046895,2.470285001,0.048778591,IL34,protein_coding,interleukin 34 [Source:HGNC Symbol;Acc:28529]
BA8/9,ENSG00000077044,-0.222427545,4.220113469,0.027065641,DGKD,protein_coding,"diacylglycerol kinase, delta 130kDa [Source:HGNC Symbol;Acc:2851]"
BA8/9,ENSG00000163374,-0.222888328,6.167663522,0.015878854,YY1AP1,protein_coding,YY1 associated protein 1 [Source:HGNC Symbol;Acc:30935]
BA8/9,ENSG00000170382,-0.223271324,3.571578907,0.033495496,LRRN2,protein_coding,leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:16914]
BA8/9,ENSG00000135144,-0.223774246,3.81971424,0.049802471,DTX1,protein_coding,deltex homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:3060]
BA8/9,ENSG00000152217,-0.224147127,6.352461252,0.013396429,SETBP1,protein_coding,SET binding protein 1 [Source:HGNC Symbol;Acc:15573]
BA8/9,ENSG00000166140,-0.224439149,3.481815711,0.014016844,ZFYVE19,protein_coding,"zinc finger, FYVE domain containing 19 [Source:HGNC Symbol;Acc:20758]"
BA8/9,ENSG00000204673,-0.224610139,2.73795568,0.033147774,AKT1S1,protein_coding,AKT1 substrate 1 (proline-rich) [Source:HGNC Symbol;Acc:28426]
BA8/9,ENSG00000178538,-0.225208059,4.338918946,0.033862384,CA8,protein_coding,carbonic anhydrase VIII [Source:HGNC Symbol;Acc:1382]
BA8/9,ENSG00000133958,-0.225489503,7.15852795,0.01056328,UNC79,protein_coding,unc-79 homolog (C. elegans) [Source:HGNC Symbol;Acc:19966]
BA8/9,ENSG00000124006,-0.226062545,4.991806533,0.021135422,OBSL1,protein_coding,obscurin-like 1 [Source:HGNC Symbol;Acc:29092]
BA8/9,ENSG00000260114,-0.226430422,2.07255843,0.039053861,CTD-2574D22.4,sense_intronic,
BA8/9,ENSG00000204764,-0.226589013,4.57836112,0.031398544,RANBP17,protein_coding,RAN binding protein 17 [Source:HGNC Symbol;Acc:14428]
BA8/9,ENSG00000231721,-0.226621163,5.865880051,0.027485298,LINC-PINT,antisense,"long intergenic non-protein coding RNA, p53 induced transcript [Source:HGNC Symbol;Acc:26885]"
BA8/9,ENSG00000239268,-0.226677938,4.473148723,0.018352237,RP11-384F7.2,lincRNA,
BA8/9,ENSG00000138771,-0.226709924,5.152876808,0.012339214,SHROOM3,protein_coding,shroom family member 3 [Source:HGNC Symbol;Acc:30422]
BA8/9,ENSG00000087250,-0.226781717,6.957621597,0.030458579,MT3,protein_coding,metallothionein 3 [Source:HGNC Symbol;Acc:7408]
BA8/9,ENSG00000130714,-0.227999734,4.387203456,0.018253494,POMT1,protein_coding,protein-O-mannosyltransferase 1 [Source:HGNC Symbol;Acc:9202]
BA8/9,ENSG00000187605,-0.228101252,5.370835375,0.031841479,TET3,protein_coding,tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:28313]
BA8/9,ENSG00000112659,-0.228133321,5.504552274,0.027324156,CUL9,protein_coding,cullin 9 [Source:HGNC Symbol;Acc:15982]
BA8/9,ENSG00000161835,-0.228164136,4.08112168,0.012928137,GRASP,protein_coding,GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein [Source:HGNC Symbol;Acc:18707]
BA8/9,ENSG00000072778,-0.228443246,5.96085412,0.040293201,ACADVL,protein_coding,"acyl-CoA dehydrogenase, very long chain [Source:HGNC Symbol;Acc:92]"
BA8/9,ENSG00000196268,-0.228805458,5.987841541,0.047189894,ZNF493,protein_coding,zinc finger protein 493 [Source:HGNC Symbol;Acc:23708]
BA8/9,ENSG00000100084,-0.229377626,2.589626819,0.010717736,HIRA,protein_coding,histone cell cycle regulator [Source:HGNC Symbol;Acc:4916]
BA8/9,ENSG00000105486,-0.229873034,3.244206244,0.030174887,LIG1,protein_coding,"ligase I, DNA, ATP-dependent [Source:HGNC Symbol;Acc:6598]"
BA8/9,ENSG00000159023,-0.230283239,5.033321095,0.025115709,EPB41,protein_coding,"erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) [Source:HGNC Symbol;Acc:3377]"
BA8/9,ENSG00000158106,-0.230417223,2.897677404,0.044355935,RHPN1,protein_coding,"rhophilin, Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:19973]"
BA8/9,ENSG00000170571,-0.230708241,4.584856018,0.016372362,EMB,protein_coding,embigin [Source:HGNC Symbol;Acc:30465]
BA8/9,ENSG00000135597,-0.231253922,6.46260818,0.032990162,REPS1,protein_coding,RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:15578]
BA8/9,ENSG00000072121,-0.231586984,5.221532997,0.012441864,ZFYVE26,protein_coding,"zinc finger, FYVE domain containing 26 [Source:HGNC Symbol;Acc:20761]"
BA8/9,ENSG00000270172,-0.23228122,4.750031768,0.020182971,RP5-1024G6.8,lincRNA,
BA8/9,ENSG00000147535,-0.232859788,2.761278796,0.049489217,PPAPDC1B,protein_coding,phosphatidic acid phosphatase type 2 domain containing 1B [Source:HGNC Symbol;Acc:25026]
BA8/9,ENSG00000161267,-0.233131819,4.987040764,0.020159303,BDH1,protein_coding,"3-hydroxybutyrate dehydrogenase, type 1 [Source:HGNC Symbol;Acc:1027]"
BA8/9,ENSG00000125633,-0.233169541,5.945991485,0.012478758,CCDC93,protein_coding,coiled-coil domain containing 93 [Source:HGNC Symbol;Acc:25611]
BA8/9,ENSG00000173715,-0.233403893,3.796722441,0.034216793,C11orf80,protein_coding,chromosome 11 open reading frame 80 [Source:HGNC Symbol;Acc:26197]
BA8/9,ENSG00000167528,-0.233535604,5.415373087,0.005610609,ZNF641,protein_coding,zinc finger protein 641 [Source:HGNC Symbol;Acc:31834]
BA8/9,ENSG00000157388,-0.233835501,6.126790086,0.037147419,CACNA1D,protein_coding,"calcium channel, voltage-dependent, L type, alpha 1D subunit [Source:HGNC Symbol;Acc:1391]"
BA8/9,ENSG00000156983,-0.234109793,3.671373067,0.004310777,BRPF1,protein_coding,"bromodomain and PHD finger containing, 1 [Source:HGNC Symbol;Acc:14255]"
BA8/9,ENSG00000005884,-0.234533022,4.323444861,0.004114677,ITGA3,protein_coding,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) [Source:HGNC Symbol;Acc:6139]"
BA8/9,ENSG00000138798,-0.234900676,3.069422774,0.029729007,EGF,protein_coding,epidermal growth factor [Source:HGNC Symbol;Acc:3229]
BA8/9,ENSG00000188004,-0.235101036,3.039369296,0.016232129,C1orf204,protein_coding,chromosome 1 open reading frame 204 [Source:HGNC Symbol;Acc:27647]
BA8/9,ENSG00000174233,-0.235231357,4.682036619,0.033650935,ADCY6,protein_coding,adenylate cyclase 6 [Source:HGNC Symbol;Acc:237]
BA8/9,ENSG00000117036,-0.235604449,5.052446167,0.005583795,ETV3,protein_coding,ets variant 3 [Source:HGNC Symbol;Acc:3492]
BA8/9,ENSG00000150961,-0.235635064,4.528851282,0.025471058,SEC24D,protein_coding,SEC24 family member D [Source:HGNC Symbol;Acc:10706]
BA8/9,ENSG00000268912,-0.235740709,2.588099314,0.048014098,CTD-2619J13.17,lincRNA,
BA8/9,ENSG00000048028,-0.235835069,4.962950026,0.020270364,USP28,protein_coding,ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:12625]
BA8/9,ENSG00000077782,-0.235846698,5.300321665,0.012991019,FGFR1,protein_coding,fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:3688]
BA8/9,ENSG00000091136,-0.235926035,5.753442469,0.029749114,LAMB1,protein_coding,"laminin, beta 1 [Source:HGNC Symbol;Acc:6486]"
BA8/9,ENSG00000160703,-0.235977915,1.560341716,0.041367554,NLRX1,protein_coding,NLR family member X1 [Source:HGNC Symbol;Acc:29890]
BA8/9,ENSG00000196597,-0.236200754,4.938165153,0.015766801,ZNF782,protein_coding,zinc finger protein 782 [Source:HGNC Symbol;Acc:33110]
BA8/9,ENSG00000162714,-0.23634513,4.496620961,0.014967419,ZNF496,protein_coding,zinc finger protein 496 [Source:HGNC Symbol;Acc:23713]
BA8/9,ENSG00000130684,-0.236351941,5.108565821,0.026769045,ZNF337,protein_coding,zinc finger protein 337 [Source:HGNC Symbol;Acc:15809]
BA8/9,ENSG00000233927,-0.23643238,4.001349588,0.024553964,RPS28,protein_coding,ribosomal protein S28 [Source:HGNC Symbol;Acc:10418]
BA8/9,ENSG00000107281,-0.236476939,3.77569353,0.030869991,NPDC1,protein_coding,"neural proliferation, differentiation and control, 1 [Source:HGNC Symbol;Acc:7899]"
BA8/9,ENSG00000103260,-0.236632639,3.191755915,0.039037368,METRN,protein_coding,"meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:14151]"
BA8/9,ENSG00000160691,-0.236695494,3.104755098,0.025603944,SHC1,protein_coding,SHC (Src homology 2 domain containing) transforming protein 1 [Source:HGNC Symbol;Acc:10840]
BA8/9,ENSG00000254093,-0.23677283,2.144970181,0.012975812,PINX1,protein_coding,"PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:HGNC Symbol;Acc:30046]"
BA8/9,ENSG00000154556,-0.23703751,6.997437038,0.001787139,SORBS2,protein_coding,sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:24098]
BA8/9,ENSG00000131849,-0.237420946,3.494634277,0.024977453,ZNF132,protein_coding,zinc finger protein 132 [Source:HGNC Symbol;Acc:12916]
BA8/9,ENSG00000103222,-0.238240594,3.980892315,0.024501581,ABCC1,protein_coding,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1 [Source:HGNC Symbol;Acc:51]"
BA8/9,ENSG00000198920,-0.238265445,5.355520224,0.026876713,KIAA0753,protein_coding,KIAA0753 [Source:HGNC Symbol;Acc:29110]
BA8/9,ENSG00000113916,-0.239552863,4.873833533,0.030098353,BCL6,protein_coding,B-cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:1001]
BA8/9,ENSG00000160789,-0.240111551,3.606561573,0.03918684,LMNA,protein_coding,lamin A/C [Source:HGNC Symbol;Acc:6636]
BA8/9,ENSG00000172995,-0.240966446,8.221497421,0.001519169,ARPP21,protein_coding,"cAMP-regulated phosphoprotein, 21kDa [Source:HGNC Symbol;Acc:16968]"
BA8/9,ENSG00000100505,-0.241195696,7.62188851,0.030917154,TRIM9,protein_coding,tripartite motif containing 9 [Source:HGNC Symbol;Acc:16288]
BA8/9,ENSG00000135862,-0.241369693,5.224266766,0.008102141,LAMC1,protein_coding,"laminin, gamma 1 (formerly LAMB2) [Source:HGNC Symbol;Acc:6492]"
BA8/9,ENSG00000064999,-0.242076655,5.230833129,0.031624931,ANKS1A,protein_coding,ankyrin repeat and sterile alpha motif domain containing 1A [Source:HGNC Symbol;Acc:20961]
BA8/9,ENSG00000236753,-0.242451497,1.268323794,0.049281795,MKLN1-AS,processed_transcript,MKLN1 antisense RNA [Source:HGNC Symbol;Acc:40374]
BA8/9,ENSG00000125503,-0.242481867,5.161821592,0.039783124,PPP1R12C,protein_coding,"protein phosphatase 1, regulatory subunit 12C [Source:HGNC Symbol;Acc:14947]"
BA8/9,ENSG00000214595,-0.243375061,6.839030905,0.021522656,EML6,protein_coding,echinoderm microtubule associated protein like 6 [Source:HGNC Symbol;Acc:35412]
BA8/9,ENSG00000119866,-0.243619522,5.657101263,0.012271803,BCL11A,protein_coding,B-cell CLL/lymphoma 11A (zinc finger protein) [Source:HGNC Symbol;Acc:13221]
BA8/9,ENSG00000198369,-0.243880488,5.487895434,0.017807062,SPRED2,protein_coding,"sprouty-related, EVH1 domain containing 2 [Source:HGNC Symbol;Acc:17722]"
BA8/9,ENSG00000188559,-0.243950673,5.501148024,0.020559701,RALGAPA2,protein_coding,"Ral GTPase activating protein, alpha subunit 2 (catalytic) [Source:HGNC Symbol;Acc:16207]"
BA8/9,ENSG00000106536,-0.244930055,4.088476065,0.036496745,POU6F2,protein_coding,POU class 6 homeobox 2 [Source:HGNC Symbol;Acc:21694]
BA8/9,ENSG00000170037,-0.24493274,3.646912479,0.023527267,CNTROB,protein_coding,"centrobin, centrosomal BRCA2 interacting protein [Source:HGNC Symbol;Acc:29616]"
BA8/9,ENSG00000126522,-0.245061997,2.252199775,0.021829922,ASL,protein_coding,argininosuccinate lyase [Source:HGNC Symbol;Acc:746]
BA8/9,ENSG00000115598,-0.245232742,1.935686988,0.044492621,IL1RL2,protein_coding,interleukin 1 receptor-like 2 [Source:HGNC Symbol;Acc:5999]
BA8/9,ENSG00000101294,-0.245819057,3.83952112,0.019536899,HM13,protein_coding,histocompatibility (minor) 13 [Source:HGNC Symbol;Acc:16435]
BA8/9,ENSG00000159214,-0.24600648,2.198958328,0.035991348,CCDC24,protein_coding,coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:28688]
BA8/9,ENSG00000196378,-0.246292075,3.201118356,0.016974849,ZNF34,protein_coding,zinc finger protein 34 [Source:HGNC Symbol;Acc:13098]
BA8/9,ENSG00000155287,-0.246554098,3.47450945,0.005813518,SLC25A28,protein_coding,"solute carrier family 25 (mitochondrial iron transporter), member 28 [Source:HGNC Symbol;Acc:23472]"
BA8/9,ENSG00000168453,-0.246844548,4.448285505,0.020882156,HR,protein_coding,hair growth associated [Source:HGNC Symbol;Acc:5172]
BA8/9,ENSG00000182858,-0.247119967,3.077262012,0.02473907,ALG12,protein_coding,"ALG12, alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:19358]"
BA8/9,ENSG00000163297,-0.248270321,3.06732693,0.01454836,ANTXR2,protein_coding,anthrax toxin receptor 2 [Source:HGNC Symbol;Acc:21732]
BA8/9,ENSG00000227036,-0.249037596,3.209158089,0.006053866,LINC00511,lincRNA,long intergenic non-protein coding RNA 511 [Source:HGNC Symbol;Acc:43564]
BA8/9,ENSG00000133816,-0.250230425,7.502532944,0.008051493,MICAL2,protein_coding,"microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]"
BA8/9,ENSG00000203727,-0.250655808,3.576927246,0.00918046,SAMD5,protein_coding,sterile alpha motif domain containing 5 [Source:HGNC Symbol;Acc:21180]
BA8/9,ENSG00000225377,-0.250818439,2.072917831,0.02417038,RP5-1103G7.4,antisense,
BA8/9,ENSG00000088876,-0.251689252,3.9895893,0.003084541,ZNF343,protein_coding,zinc finger protein 343 [Source:HGNC Symbol;Acc:16017]
BA8/9,ENSG00000119522,-0.252185115,5.486440129,0.007451938,DENND1A,protein_coding,DENN/MADD domain containing 1A [Source:HGNC Symbol;Acc:29324]
BA8/9,ENSG00000273274,-0.252528981,2.720550366,0.021424372,ZBTB8B,protein_coding,zinc finger and BTB domain containing 8B [Source:HGNC Symbol;Acc:37057]
BA8/9,ENSG00000164309,-0.253966651,5.480877417,0.040423859,CMYA5,protein_coding,cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:14305]
BA8/9,ENSG00000083067,-0.255431411,6.565629546,0.010799475,TRPM3,protein_coding,"transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]"
BA8/9,ENSG00000179912,-0.255467061,6.703267875,0.031566061,R3HDM2,protein_coding,R3H domain containing 2 [Source:HGNC Symbol;Acc:29167]
BA8/9,ENSG00000163864,-0.255527456,2.961707353,0.029341343,NMNAT3,protein_coding,nicotinamide nucleotide adenylyltransferase 3 [Source:HGNC Symbol;Acc:20989]
BA8/9,ENSG00000184985,-0.256280831,4.430435382,0.040090203,SORCS2,protein_coding,sortilin-related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:16698]
BA8/9,ENSG00000100629,-0.25642574,4.164016848,0.011344793,CEP128,protein_coding,centrosomal protein 128kDa [Source:HGNC Symbol;Acc:20359]
BA8/9,ENSG00000257122,-0.256552165,2.465128105,0.016646919,RRN3P3,pseudogene,RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 3 [Source:HGNC Symbol;Acc:37620]
BA8/9,ENSG00000141431,-0.256720296,6.21288608,0.002256491,ASXL3,protein_coding,additional sex combs like 3 (Drosophila) [Source:HGNC Symbol;Acc:29357]
BA8/9,ENSG00000183323,-0.25712117,3.281007683,0.013511887,CCDC125,protein_coding,coiled-coil domain containing 125 [Source:HGNC Symbol;Acc:28924]
BA8/9,ENSG00000142039,-0.257366899,2.711929531,0.021257531,CCDC97,protein_coding,coiled-coil domain containing 97 [Source:HGNC Symbol;Acc:28289]
BA8/9,ENSG00000205978,-0.257465805,2.33893285,0.035781446,NYNRIN,protein_coding,NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:20165]
BA8/9,ENSG00000178607,-0.257778933,2.554109662,0.011899218,ERN1,protein_coding,endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:3449]
BA8/9,ENSG00000168010,-0.258220937,2.933935323,0.010717714,ATG16L2,protein_coding,autophagy related 16-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:25464]
BA8/9,ENSG00000162231,-0.258943038,4.517116891,0.017609949,NXF1,protein_coding,nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:8071]
BA8/9,ENSG00000132329,-0.259080022,3.563277386,0.013752769,RAMP1,protein_coding,receptor (G protein-coupled) activity modifying protein 1 [Source:HGNC Symbol;Acc:9843]
BA8/9,ENSG00000213676,-0.260259722,3.938623083,0.035313495,ATF6B,protein_coding,activating transcription factor 6 beta [Source:HGNC Symbol;Acc:2349]
BA8/9,ENSG00000172965,-0.260520895,3.011348591,0.012293717,MIR4435-1HG,lincRNA,MIR4435-1 host gene (non-protein coding) [Source:HGNC Symbol;Acc:35163]
BA8/9,ENSG00000116560,-0.260757401,8.176022651,0.003467994,SFPQ,protein_coding,splicing factor proline/glutamine-rich [Source:HGNC Symbol;Acc:10774]
BA8/9,ENSG00000141101,-0.26102584,2.817036243,0.02371837,NOB1,protein_coding,NIN1/RPN12 binding protein 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29540]
BA8/9,ENSG00000170525,-0.261076424,6.194829369,0.015458479,PFKFB3,protein_coding,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:8874]"
BA8/9,ENSG00000053108,-0.26141126,4.725807582,0.039820017,FSTL4,protein_coding,follistatin-like 4 [Source:HGNC Symbol;Acc:21389]
BA8/9,ENSG00000144791,-0.261897529,2.758340783,0.028569435,LIMD1,protein_coding,LIM domains containing 1 [Source:HGNC Symbol;Acc:6612]
BA8/9,ENSG00000236088,-0.262077351,3.277397511,0.010169388,COX10-AS1,processed_transcript,COX10 antisense RNA 1 [Source:HGNC Symbol;Acc:38873]
BA8/9,ENSG00000107554,-0.26228787,3.951118067,0.01879592,DNMBP,protein_coding,dynamin binding protein [Source:HGNC Symbol;Acc:30373]
BA8/9,ENSG00000198276,-0.262560455,2.843781773,0.0420461,UCKL1,protein_coding,uridine-cytidine kinase 1-like 1 [Source:HGNC Symbol;Acc:15938]
BA8/9,ENSG00000213722,-0.263024723,2.715798758,0.04442499,DDAH2,protein_coding,dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:2716]
BA8/9,ENSG00000149054,-0.263192023,2.107603873,0.036767734,ZNF215,protein_coding,zinc finger protein 215 [Source:HGNC Symbol;Acc:13007]
BA8/9,ENSG00000112699,-0.263310323,2.761641535,0.009485154,GMDS,protein_coding,"GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:4369]"
BA8/9,ENSG00000121406,-0.263343055,4.37560597,0.002778519,ZNF549,protein_coding,zinc finger protein 549 [Source:HGNC Symbol;Acc:26632]
BA8/9,ENSG00000204650,-0.263372562,4.748378739,0.007949922,CRHR1-IT1,pseudogene,CRHR1 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:26327]
BA8/9,ENSG00000176422,-0.263414574,1.488187816,0.023272482,SPRYD4,protein_coding,SPRY domain containing 4 [Source:HGNC Symbol;Acc:27468]
BA8/9,ENSG00000244128,-0.263432023,1.876594044,0.026267546,RP11-85M11.2,lincRNA,
BA8/9,ENSG00000166444,-0.263573178,4.190179963,0.019115687,ST5,protein_coding,suppression of tumorigenicity 5 [Source:HGNC Symbol;Acc:11350]
BA8/9,ENSG00000123411,-0.263923793,2.680909373,0.035989604,IKZF4,protein_coding,IKAROS family zinc finger 4 (Eos) [Source:HGNC Symbol;Acc:13179]
BA8/9,ENSG00000157212,-0.264744772,3.688000536,0.020131358,PAXIP1,protein_coding,PAX interacting (with transcription-activation domain) protein 1 [Source:HGNC Symbol;Acc:8624]
BA8/9,ENSG00000108272,-0.264933106,3.059273814,0.021533093,DHRS11,protein_coding,dehydrogenase/reductase (SDR family) member 11 [Source:HGNC Symbol;Acc:28639]
BA8/9,ENSG00000233006,-0.264957923,2.724430598,0.043640116,AC034220.3,processed_transcript,
BA8/9,ENSG00000132906,-0.265279595,2.661262409,0.036601132,CASP9,protein_coding,"caspase 9, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1511]"
BA8/9,ENSG00000205268,-0.266088791,5.046751386,0.02694491,PDE7A,protein_coding,phosphodiesterase 7A [Source:HGNC Symbol;Acc:8791]
BA8/9,ENSG00000135828,-0.266961543,4.253226473,0.029896153,RNASEL,protein_coding,"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent) [Source:HGNC Symbol;Acc:10050]"
BA8/9,ENSG00000131067,-0.2670174,4.335412812,0.022895199,GGT7,protein_coding,gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:4259]
BA8/9,ENSG00000136141,-0.267106454,4.688672562,0.008542024,LRCH1,protein_coding,leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:HGNC Symbol;Acc:20309]
BA8/9,ENSG00000169857,-0.267733926,2.462021896,0.021515842,AVEN,protein_coding,"apoptosis, caspase activation inhibitor [Source:HGNC Symbol;Acc:13509]"
BA8/9,ENSG00000122025,-0.268313466,2.94761196,0.049026896,FLT3,protein_coding,fms-related tyrosine kinase 3 [Source:HGNC Symbol;Acc:3765]
BA8/9,ENSG00000182256,-0.268418408,4.127533031,0.001534699,GABRG3,protein_coding,"gamma-aminobutyric acid (GABA) A receptor, gamma 3 [Source:HGNC Symbol;Acc:4088]"
